time,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,annotator_6,annotator_7,annotator_8,annotator_9,annotator_10
0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.30000000000000004,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.7999999999999999,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5
0.8999999999999999,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.51,0.5
0.9999999999999999,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.52,0.5
1.0999999999999999,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.52,0.5
1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.52,0.5
1.3,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.53,0.5
1.4000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.54,0.5
1.5000000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.54,0.5
1.6000000000000003,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.55,0.5
1.7000000000000004,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.56,0.5
1.8000000000000005,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.565,0.5
1.9000000000000006,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.58,0.5
2.0000000000000004,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.58,0.5
2.1000000000000005,0.5,0.5,0.5,0.49,0.5,0.5,0.51,0.5,0.58,0.5
2.2000000000000006,0.5,0.5,0.5,0.49,0.5,0.5,0.51,0.5,0.58,0.5
2.3000000000000007,0.5,0.5,0.5,0.49,0.5,0.5,0.51,0.5,0.58,0.5
2.400000000000001,0.5,0.5,0.5,0.48,0.5,0.5,0.51,0.5,0.57,0.5
2.500000000000001,0.5,0.5,0.5,0.48,0.5,0.5,0.51,0.515,0.57,0.5
2.600000000000001,0.5,0.5,0.5,0.48,0.5,0.5,0.51,0.54,0.56,0.5
2.700000000000001,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.56,0.56,0.5
2.800000000000001,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.59,0.56,0.5
2.9000000000000012,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.61,0.58,0.5
3.0000000000000013,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.62,0.59,0.5
3.1000000000000014,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.63,0.61,0.5
3.2000000000000015,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.63,0.64,0.5
3.3000000000000016,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.64,0.67,0.5
3.4000000000000017,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.7,0.5
3.5000000000000018,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.73,0.5
3.600000000000002,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.74,0.5
3.700000000000002,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.76,0.5
3.800000000000002,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
3.900000000000002,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
4.000000000000002,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
4.100000000000001,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
4.200000000000001,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.76,0.5
4.300000000000001,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.76,0.5
4.4,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.76,0.5
4.5,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.75,0.5
4.6,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.75,0.5
4.699999999999999,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.74,0.5
4.799999999999999,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.74,0.5
4.899999999999999,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.75,0.5
4.999999999999998,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.76,0.5
5.099999999999998,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
5.1999999999999975,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
5.299999999999997,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
5.399999999999997,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
5.4999999999999964,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.77,0.5
5.599999999999996,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.5
5.699999999999996,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.5
5.799999999999995,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.5
5.899999999999995,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.5
5.999999999999995,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.099999999999994,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.199999999999994,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.299999999999994,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.399999999999993,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.499999999999993,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.5999999999999925,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.699999999999992,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.799999999999992,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.8999999999999915,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.78,0.49
6.999999999999991,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.76,0.49
7.099999999999991,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.76,0.49
7.19999999999999,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.65,0.75,0.49
