time,data
0.0,0.4666666667
0.03333333333333333,0.4666666667
0.06666666666666667,0.4666666667
0.1,0.4666666667
0.13333333333333333,0.4666666667
0.16666666666666666,0.4666666667
0.19999999999999998,0.4666666667
0.2333333333333333,0.4666666667
0.26666666666666666,0.4666666667
0.3,0.4666666667
0.3333333333333333,0.4666666667
0.36666666666666664,0.46666666670000007
0.39999999999999997,0.46666666670000007
0.4333333333333333,0.46666666670000007
0.4666666666666666,0.46666666670000007
0.49999999999999994,0.46666666670000007
0.5333333333333333,0.46666666670000007
0.5666666666666667,0.46666666670000007
0.6,0.4666666667
0.6333333333333333,0.4666666667
0.6666666666666666,0.4666666667
0.7,0.4666666667
0.7333333333333333,0.4666666667
0.7666666666666666,0.4666666667
0.7999999999999999,0.4666666667
0.8333333333333333,0.4666666667
0.8666666666666666,0.4666666667
0.8999999999999999,0.4666666667
0.9333333333333332,0.4666666667
0.9666666666666666,0.46666666669999995
0.9999999999999999,0.46666666669999995
1.0333333333333332,0.4666666667
1.0666666666666667,0.4666666667
1.1,0.4666666667
1.1333333333333335,0.4666666667
1.166666666666667,0.4666666667
1.2000000000000004,0.4666666667
1.2333333333333338,0.4666666667
1.2666666666666673,0.4666666667
1.3000000000000007,0.4666666667
1.3333333333333341,0.4666666667
1.3666666666666676,0.4666666667
1.400000000000001,0.4666666667
1.4333333333333345,0.4666666667
1.466666666666668,0.4666666667
1.5000000000000013,0.4666666667
1.5333333333333348,0.4666666667
1.5666666666666682,0.4666666667
1.6000000000000016,0.4666666667
1.633333333333335,0.4666666667
1.6666666666666685,0.4666666667
1.700000000000002,0.4666666667
1.7333333333333354,0.4666666667
1.7666666666666688,0.4666666667
1.8000000000000023,0.4666666667
1.8333333333333357,0.4666666667
1.8666666666666691,0.4666666667
1.9000000000000026,0.4666666667
1.933333333333336,0.4666666667
1.9666666666666694,0.4666666667
2.0000000000000027,0.4666666667
2.033333333333336,0.4666666667
2.066666666666669,0.4666666667
2.1000000000000023,0.4666666667
2.1333333333333355,0.4666666667
2.1666666666666687,0.4666666667
2.200000000000002,0.4666666667
2.233333333333335,0.4666666667
2.2666666666666684,0.4666666667
2.3000000000000016,0.46666666669999995
2.333333333333335,0.46666666669999995
2.366666666666668,0.4666666667
2.4000000000000012,0.4666666667
2.4333333333333345,0.4666666667
2.4666666666666677,0.4666666667
2.500000000000001,0.4666666667
2.533333333333334,0.4666666667
2.5666666666666673,0.4666666667
2.6000000000000005,0.4666666667
2.6333333333333337,0.4666666667
2.666666666666667,0.4666666667
2.7,0.4666666667
2.7333333333333334,0.4666666667
2.7666666666666666,0.4666666667
2.8,0.4666666667
2.833333333333333,0.4666666667
2.8666666666666663,0.4666666667
2.8999999999999995,0.4666666667
2.9333333333333327,0.4666666667
2.966666666666666,0.4666666667
2.999999999999999,0.4666666667
3.0333333333333323,0.4666666667
3.0666666666666655,0.4666666667
3.0999999999999988,0.4666666667
3.133333333333332,0.4666666667
3.166666666666665,0.4666666667
3.1999999999999984,0.4666666667
3.2333333333333316,0.4666666667
3.266666666666665,0.4666666667
3.299999999999998,0.4666666667
3.3333333333333313,0.4666666667
3.3666666666666645,0.4666666667
3.3999999999999977,0.4666666667
3.433333333333331,0.4666666667
3.466666666666664,0.4666666667
3.4999999999999973,0.4666666667
3.5333333333333306,0.4666666667
3.5666666666666638,0.4666666667
3.599999999999997,0.4666666667
3.63333333333333,0.4666666667
3.6666666666666634,0.4666666667
3.6999999999999966,0.4666666667
3.73333333333333,0.4666666667
